id;motExcl;nrProc;tpOper;tpAmb;aplicEmi;verAplic;nrInsc;iniValid;fimValid;planoCtaRef;freqEncerr;cCta;cCtaInterna;cDbrMista;nomeCta;indCta;descCta;cCtaSup;cCtaRef;nivelCta;natCta;codNat;codTrib;indTribISS;idLeiDisp;iniVig;fimVig
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001000;001;000;ATIVO;S;;;1000000000000;1;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001000;001001;000;DISPONÍVEL;S;;001000;1010000000000;2;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001001000;001001001;000;IMEDIATO;S;;001001000;1010000000000;3;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001001001000;001001001001;000;CAIXA;S;;001001001000;1010000000000;4;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001001001001000;001001001001001;000;CAIXA GERAL DA ADMINISTRAÇÃO;A;"Registra as disponibilidades em espécie (numerário) mantidas pela EFPC para pagamentos de pequeno valor da Gestão Administrativa (PGA). Debitada pela entrada de numerário e pelos suprimentos de caixa; creditada pela saída de valores em espécie e pela prestação de contas dos pagamentos efetuados.";001001001001000;1010000000000;5;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001001002000;001001001002;000;BANCOS CONTA MOVIMENTO;S;;001001001000;1010000000000;4;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001001002001000;001001001002001;000;ITAÚ;A;"Registra o saldo da conta corrente mantida no Banco Itaú de titularidade da Gestão Administrativa (PGA). Debitada por depósitos, transferências eletrônicas recebidas e avisos de crédito bancário; creditada por cheques emitidos, transferências enviadas, débitos autorizados e avisos de débito bancário. Saldo negativo é transferido para 2.01.03.09.01.00.00.";001001001002000;1010000000000;5;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001001002002000;001001001002002;000;ITAÚ - PLANO;A;"Registra o saldo da conta corrente mantida no Banco Itaú vinculada ao plano de benefícios. Debitada pelo recebimento de contribuições, resgates de investimentos e transferências eletrônicas recebidas; creditada pelo pagamento de benefícios, institutos, aplicações em investimentos e demais saídas por transferência ou débito bancário.";001001001002000;1010000000000;5;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001002000;001001002;000;VINCULADO;S;;001001000;1010000000000;3;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001002001000;001001002001;000;INTERFACE;A;"Registra valores em trânsito (interface) entre contas bancárias, sistemas ou entre plano e PGA, ainda não confirmados pela instituição financeira. Debitada pelo reconhecimento de valores a receber ou em trânsito; creditada pela confirmação do recebimento ou pela liquidação da transferência, devendo apresentar saldo zero após a conciliação.";001001002000;1010000000000;4;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001001002002000;001001002002;000;ITAÚ;A;"Registra valores vinculados junto ao Banco Itaú: cheques emitidos em poder da tesouraria e recursos recebidos mas ainda não repassados à Entidade por força de contrato com a instituição financeira. Debitada pela emissão de cheques e pelo reconhecimento de valores a receber; creditada pela entrega dos cheques e pelo efetivo recebimento dos valores.";001001002000;1010000000000;4;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002000;001002;000;REALIZÁVEL;S;;001000;1020000000000;2;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001000;001002001;000;GESTÃO PREVIDENCIAL;S;;001002000;1020000000000;3;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001000;001002001001;000;RECURSOS A RECEBER;S;;001002001000;1020000000000;4;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001000;001002001001001;000;CONTRIBUIÇÕES DO MÊS;S;;001002001001000;1020000000000;5;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001001000;001002001001001001;000;PATROCINADOR(ES);S;;001002001001001000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001001001000;001002001001001001001;000;PATROCINADOR(ES);A;"Registra os recursos a receber referentes às contribuições previdenciais, normais e extraordinárias, do patrocinador (Celepar) relativas ao mês em curso, previstas no Plano de Custeio. Debitada pela apropriação da contribuição do mês; creditada pelo recebimento ou pela transferência do valor não recebido para Contribuições em Atraso.";001002001001001001000;1020000000000;7;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001002000;001002001001001002;000;INSTITUIDOR(ES);S;;001002001001001000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001003000;001002001001001003;000;PARTICIPANTES;S;;001002001001001000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001003001000;001002001001001003001;000;PARTICIPANTES;A;"Registra os recursos a receber referentes às contribuições previdenciais, normais e extraordinárias, dos participantes ativos relativas ao mês em curso, previstas no Plano de Custeio. Debitada pela apropriação da contribuição do mês; creditada pelo recebimento (repasse do patrocinador via folha) ou pela transferência para Contribuições em Atraso.";001002001001001003000;1020000000000;7;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001004000;001002001001001004;000;AUTOPATROCINADOS;S;;001002001001001000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001004001000;001002001001001004001;000;AUTOPATROCINADOS;A;"Registra os recursos a receber referentes às contribuições previdenciais, normais e extraordinárias, dos participantes autopatrocinados relativas ao mês em curso, previstas no Plano de Custeio. Debitada pela apropriação da contribuição do mês; creditada pelo recebimento ou pela transferência para Contribuições em Atraso.";001002001001001004000;1020000000000;7;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001005000;001002001001001005;000;PARTICIPANTES EM BPD;S;;001002001001001000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001001006000;001002001001001006;000;EMPREGADOR(ES) DE PLANOS INSTITUÍDOS;S;;001002001001001000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001002000;001002001001002;000;CONTRIBUIÇÕES EM ATRASO;S;;001002001001000;1020000000000;5;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001002001000;001002001001002001;000;PATROCINADOR(ES);S;;001002001001002000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001002002000;001002001001002002;000;INSTITUIDOR(ES);S;;001002001001002000;1020000000000;6;D;1;;;;01/10/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;01/10/2026;;5;A;001002001001002003000;001002001001002003;000;PARTICIPANTES;S;;001002001001002000;1020000000000;6;D;1;;;;01/10/2026;
