id;motExcl;nrProc;tpOper;tpAmb;aplicEmi;verAplic;nrInsc;iniValid;fimValid;planoCtaRef;freqEncerr;cCta;cCtaInterna;cDbrMista;nomeCta;indCta;descCta;cCtaSup;cCtaRef;nivelCta;natCta;codNat;codTrib;indTribISS;idLeiDisp;iniVig;fimVig
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1000000000000000;1000000000000;000;ATIVO;S;;;1000000000000;1;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;DISPONÍVEL;S;;1000000000000;1010000000000;2;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;IMEDIATO;S;;1010000000000;1010000000000;3;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;CAIXA;S;;1010000000000;1010000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;CAIXA GERAL DA ADMINISTRAÇÃO;A;"Registra as disponibilidades em espécie (numerário) mantidas pela EFPC para pagamentos de pequeno valor da Gestão Administrativa (PGA). Debitada pela entrada de numerário e pelos suprimentos de caixa; creditada pela saída de valores em espécie e pela prestação de contas dos pagamentos efetuados.";1010000000000;1010000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;BANCOS CONTA MOVIMENTO;S;;1010000000000;1010000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;ITAÚ;A;"Registra o saldo da conta corrente mantida no Banco Itaú de titularidade da Gestão Administrativa (PGA). Debitada por depósitos, transferências eletrônicas recebidas e avisos de crédito bancário; creditada por cheques emitidos, transferências enviadas, débitos autorizados e avisos de débito bancário. Saldo negativo é transferido para 2.01.03.09.01.00.00.";1010000000000;1010000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;ITAÚ - PLANO;A;"Registra o saldo da conta corrente mantida no Banco Itaú vinculada ao plano de benefícios. Debitada pelo recebimento de contribuições, resgates de investimentos e transferências eletrônicas recebidas; creditada pelo pagamento de benefícios, institutos, aplicações em investimentos e demais saídas por transferência ou débito bancário.";1010000000000;1010000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;VINCULADO;S;;1010000000000;1010000000000;3;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;INTERFACE;A;"Registra valores em trânsito (interface) entre contas bancárias, sistemas ou entre plano e PGA, ainda não confirmados pela instituição financeira. Debitada pelo reconhecimento de valores a receber ou em trânsito; creditada pela confirmação do recebimento ou pela liquidação da transferência, devendo apresentar saldo zero após a conciliação.";1010000000000;1010000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1010000000000000;1010000000000;000;ITAÚ;A;"Registra valores vinculados junto ao Banco Itaú: cheques emitidos em poder da tesouraria e recursos recebidos mas ainda não repassados à Entidade por força de contrato com a instituição financeira. Debitada pela emissão de cheques e pelo reconhecimento de valores a receber; creditada pela entrega dos cheques e pelo efetivo recebimento dos valores.";1010000000000;1010000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;REALIZÁVEL;S;;1000000000000;1020000000000;2;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;GESTÃO PREVIDENCIAL;S;;1020000000000;1020000000000;3;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;RECURSOS A RECEBER;S;;1020000000000;1020000000000;4;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES DO MÊS;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PATROCINADOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PATROCINADOR(ES);A;"Registra os recursos a receber referentes às contribuições previdenciais, normais e extraordinárias, do patrocinador (Celepar) relativas ao mês em curso, previstas no Plano de Custeio. Debitada pela apropriação da contribuição do mês; creditada pelo recebimento ou pela transferência do valor não recebido para Contribuições em Atraso.";1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTITUIDOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;A;"Registra os recursos a receber referentes às contribuições previdenciais, normais e extraordinárias, dos participantes ativos relativas ao mês em curso, previstas no Plano de Custeio. Debitada pela apropriação da contribuição do mês; creditada pelo recebimento (repasse do patrocinador via folha) ou pela transferência para Contribuições em Atraso.";1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;AUTOPATROCINADOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;AUTOPATROCINADOS;A;"Registra os recursos a receber referentes às contribuições previdenciais, normais e extraordinárias, dos participantes autopatrocinados relativas ao mês em curso, previstas no Plano de Custeio. Debitada pela apropriação da contribuição do mês; creditada pelo recebimento ou pela transferência para Contribuições em Atraso.";1020000000000;1020000000000;7;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES EM BPD;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;EMPREGADOR(ES) DE PLANOS INSTITUÍDOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;CONTRIBUIÇÕES EM ATRASO;S;;1020000000000;1020000000000;5;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PATROCINADOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;INSTITUIDOR(ES);S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;AUTOPATROCINADOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;PARTICIPANTES EM BPD;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;EMPREGADOR(ES) DE PLANOS INSTITUÍDOS;S;;1020000000000;1020000000000;6;D;1;;;;10/01/2026;
DeRE10111000000123456782026090212000000007;;;1;2;1;dere-poc/0.1;01914904;10/01/2026;;5;A;1020000000000000;1020000000000;000;(-) PROVISÃO PARA PERDAS;S;;1020000000000;1020000000000;6;C;1;;;;10/01/2026;
